Date,LT_pct_above_SMA200,MT_pct_RSI_ge_50,ST_pct_RSI_ge_60,RegimeScore,RegimeScore_EMA10
2003-02-20,0.0,45.90163934426229,16.666666666666664,17.10382513661202,11.394912720745024
2003-02-21,0.0,45.3551912568306,18.30601092896175,17.26775956284153,12.463655011604612
2003-02-24,0.0,30.87431693989071,15.573770491803279,12.37704918032787,12.447897012785933
2003-02-25,0.0,43.169398907103826,20.21857923497268,16.994535519125684,13.27505176757099
2003-02-26,0.0,37.43169398907104,16.39344262295082,14.508196721311476,13.499369376090904
2003-02-27,0.0,52.18579234972678,22.404371584699454,20.136612021857925,14.706622649156099
2003-02-28,0.0,63.387978142076506,27.86885245901639,24.59016393442623,16.50421721858112
2003-03-03,0.0,53.00546448087432,23.224043715846996,20.546448087431695,17.2393647199256
2003-03-04,0.0,49.45355191256831,22.6775956284153,19.371584699453553,17.627125852711476
2003-03-05,0.0,60.38251366120219,36.33879781420765,25.382513661202186,19.03744863064922
2003-03-06,0.0,59.01639344262295,31.147540983606557,23.934426229508198,19.927938517135452
2003-03-07,0.0,53.00546448087432,27.322404371584703,21.366120218579237,20.189457413693507
2003-03-10,0.0,28.96174863387978,11.475409836065573,10.983606557377048,18.515502351981084
2003-03-11,0.0,26.50273224043716,10.382513661202186,10.027322404371585,16.972073190228233
2003-03-12,0.0,26.229508196721312,10.382513661202186,9.94535519125683,15.694404306092446
2003-03-13,0.0,34.69945355191257,14.754098360655737,13.360655737704919,15.270063614932424
2003-03-14,0.0,49.72677595628415,21.311475409836063,19.18032786885246,15.98105196631594
2003-03-17,0.0,65.84699453551912,33.060109289617486,26.366120218579233,17.869314021108828
2003-03-18,0.0,76.775956284153,46.72131147540984,32.377049180327866,20.507161574840133
2003-03-19,0.0,74.59016393442623,44.26229508196721,31.229508196721312,22.456726021448866
2003-03-20,0.0,74.04371584699454,43.44262295081967,30.9016393442623,23.99219501608199
2003-03-21,0.0,84.97267759562843,59.83606557377049,37.459016393442624,26.44074740771352
2003-03-24,0.0,78.96174863387978,45.90163934426229,32.868852459016395,27.609509173425543
2003-03-25,0.0,84.15300546448088,50.0,35.24590163934427,28.99795912855938
2003-03-26,0.0,83.33333333333334,50.81967213114754,35.16393442622952,30.119055430317395
2003-03-27,0.0,81.9672131147541,44.26229508196721,33.44262295081967,30.723344793022125
2003-03-28,0.0,88.52459016393442,62.841530054644814,39.12568306010929,32.251051676088885
2003-03-31,0.0,86.88524590163934,58.46994535519126,37.759562841530055,33.2526039970111
2003-04-01,0.0,90.7103825136612,69.39890710382514,41.092896174863384,34.67811729768212
2003-04-02,0.0,90.43715846994536,65.30054644808743,40.19125683060109,35.68050954390328
2003-04-03,0.0,88.79781420765028,55.73770491803278,37.786885245901644,36.0634879571584
2003-04-04,0.0,72.1311475409836,34.69945355191257,28.579234972677593,34.702711742659716
2003-04-07,0.0,68.85245901639344,34.97267759562842,27.650273224043715,33.42044792361171
2003-04-08,0.0,66.12021857923497,28.415300546448087,25.519125683060107,31.983841798856556
2003-04-09,0.0,53.551912568306015,19.398907103825135,19.94535519125683,29.7950234578542
2003-04-10,0.0,35.24590163934426,11.475409836065573,12.868852459016393,26.717534837457855
2003-04-11,0.0,62.568306010928964,32.240437158469945,25.218579234972676,26.44499723895873
2003-04-14,0.0,66.12021857923497,34.97267759562842,26.830601092896174,26.51510707609473
2003-04-15,0.0,74.04371584699454,44.53551912568306,31.120218579234976,27.352400521363542
2003-04-16,0.0,67.4863387978142,37.704918032786885,27.786885245901637,27.431397778334887
2003-04-17,0.0,77.8688524590164,49.72677595628415,33.30601092896175,28.49950964002225
